Sundamys-annandalei,Sundamys,annandalei,39394664,147.86009422494377,5824898731
Nesokia-indica,Nesokia,indica,36143090,144.6294627271769,5227355688
Macruromys-major,Macruromys,major,46866108,143.36863588075204,6719129973
Mus-musculoides,Mus,musculoides,69232688,143.2443932120619,9917194383
Pelomys-minor,Pelomys,minor,45860018,148.26813033523013,6799579126
Tarsomys-apoensis,Tarsomys,apoensis,37168434,145.88603488110368,5422355459
Batomys-russatus,Batomys,russatus,33102862,146.93109912973688,4863839898
Halmaheramys-bokimekot,Halmaheramys,bokimekot,36157696,145.82207124037993,5272590122
Chiruromys-vates,Chiruromys,vates,46072970,147.56045056352997,6798548212
Chrotomys-whiteheadi,Chrotomys,whiteheadi,34939788,145.5681071104381,5086118802
Abeomelomys-sevia,Abeomelomys,sevia,26799628,141.3015453423458,3786828851
Berylmys-mackenzii,Berylmys,mackenzii,34968580,145.94215372771785,5103389878
Solomys-salebrosus,Solomys,salebrosus,41416594,146.7630452180592,6078425458
Zelotomys-woosnami,Zelotomys,woosnami,45038762,148.4596682519826,6686439665
Kadarsanomys-sodyi,Kadarsanomys,sodyi,20813458,145.68775395227453,3032265948
Mallomys-rothschildi,Mallomys,rothschildi,39382370,145.87496128343724,5744901699
Taeromys-taerae,Taeromys,taerae,37950324,140.13934268387274,5318333460
Vandeleuria-oleracea,Vandeleuria,oleracea,38030076,145.42788725954688,5530633605
Mus-pos_ctrl_A,Mus,pos_ctrl_A,1649330,148.26215372302693,244533218
Mus-pos_ctrl_G,Mus,pos_ctrl_G,1315200,147.37764294403894,193831076
Mus-pos_ctrl_D2,Mus,pos_ctrl_D2,1891312,148.23170000507585,280352393
Conilurus-albipes,Conilurus,albipes,178705157,92.15872645890046,14725515200
Conilurus-penicillatus,Conilurus,penicillatus,31116486,100.55007758048195,2802890525
Leggadina-forresti,Leggadina,forresti,44000998,100.84535522084784,4205030058
Leggadina-lakedownensis,Leggadina,lakedownensis,60293621,100.82292419129979,5774152461
Mesembriomys-gouldii,Mesembriomys,gouldii,38153434,100.56182417943833,3444115368
Mesembriomys-macrurus,Mesembriomys,macrurus,25397337,100.55978036739388,2290151656
Notomys-alexis,Notomys,alexis,39175218,100.77702893979503,3744300571
Notomys-amplus,Notomys,amplus,154909873,88.89972362741085,12287005935
Notomys-aquilo,Notomys,aquilo,43630784,100.83493706082648,4177543445
Notomys-cervinus,Notomys,cervinus,36946342,100.76975805509758,3528969221
Notomys-fuscus,Notomys,fuscus,38703662,100.67391696486449,3696918182
Notomys-longicaudatus,Notomys,longicaudatus,111830901,90.59480301726168,9442084260
Notomys-macrotis,Notomys,macrotis,69545155,79.82700289968155,4933685403
Notomys-mitchellii,Notomys,mitchellii,22208048,100.44809574683569,2002465133
Pseudomys-patrius,Pseudomys,patrius,40997573,100.75182024452488,3852851970
Pseudomys-pilligaensis,Pseudomys,pilligaensis,28055409,100.6944901049748,2639481308
Pseudomys-shortridgei,Pseudomys,shortridgei,33016764,100.47309230060436,2978540696
Rattus-colletti,Rattus,colletti,44916615,100.65289426189811,4215204512
Rattus-tunneyi,Rattus,tunneyi,25159581,100.66883559215364,2365125905
Zyzomys-argurus,Zyzomys,argurus,48712368,100.69039042091667,4572310957
Zyzomys-maini,Zyzomys,maini,47090671,100.74190337739951,4420575876
Zyzomys-palatalis,Zyzomys,palatalis,29712320,100.70889955715644,2790098973
Zyzomys-pedunculatus,Zyzomys,pedunculatus,66898498,100.61460738321728,6290622257
Zyzomys-woodwardi,Zyzomys,woodwardi,20981164,100.71311079767806,1971349568
Pseudomys-albocinereus,Pseudomys,albocinereus,38709681,100.8731929675076,3703129560
Pseudomys-apodemoides,Pseudomys,apodemoides,49567875,100.87378175941477,4736922839
Pseudomys-auritus,Pseudomys,auritus,11257273,86.23660582244686,862447983
Pseudomys-australis,Pseudomys,australis,54840213,100.87357156384921,5245307094
Pseudomys-bolami,Pseudomys,bolami,33111231,100.54395330648607,2991983544
Pseudomys-calabyi,Pseudomys,calabyi,61473851,100.69249541430652,5775823035
Pseudomys-chapmani,Pseudomys,chapmani,44802115,100.87176142481414,4283773344
Pseudomys-delicatulus,Pseudomys,delicatulus,41355966,100.67759132481251,3889889157
Pseudomys-desertor,Pseudomys,desertor,48082446,100.66711329378609,4570240838
Pseudomys-fieldi,Pseudomys,fieldi,38764703,100.74099962743054,3650876191
Pseudomys-fumeus,Pseudomys,fumeus,69012702,100.76482731526049,6595188539
Pseudomys-gouldii,Pseudomys,gouldii,165852694,89.74273802740348,13829696055
Pseudomys-gracilicaudatus,Pseudomys,gracilicaudatus,42784310,100.87771119730654,4093631038
Pseudomys-hermannsburgensis,Pseudomys,hermannsburgensis,41827026,100.74151978792226,3928619062
Pseudomys-higginsi,Pseudomys,higginsi,53466761,100.47708498851779,4895562093
Pseudomys-johnsoni,Pseudomys,johnsoni,51723168,100.89028635769043,4954022188
Pseudomys-nanus,Pseudomys,nanus,45394192,100.89129162928519,4344658890
Pseudomys-novaehollandiae,Pseudomys,novaehollandiae,121181317,92.67876439426372,10037021583
Pseudomys-occidentalis,Pseudomys,occidentalis,45709391,100.7113216630322,4301611580
Pseudomys-oralis,Pseudomys,oralis,68427903,100.88581472433897,6552989872
Pseudomys-patrius,Pseudomys,patrius,40997573,100.75182024452488,3852851970
Pseudomys-pilligaensis,Pseudomys,pilligaensis,28055409,100.6944901049748,2639481308
