"node","clade","node.type","branch.length","label","astral","gcf","scf"
189,"Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724","ROOT",NA,"100/84.3/63.2",100,84.3,63.2
190,"Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793","internal",0.0143161,"",NA,NA,NA
191,"Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724","internal",0.0166898,"",NA,NA,NA
192,"Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43","internal",0.0173161,"100/83.5/64.3",100,83.5,64.3
193,"Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43","internal",0.0247429,"100/93.9/92.8",100,93.9,92.8
194,"Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523","internal",0.00673681,"100/72.6/51.7",100,72.6,51.7
195,"Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523","internal",0.0144553,"100/90.1/76.3",100,90.1,76.3
196,"Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014","internal",0.00982434,"100/82.1/65",100,82.1,65
197,"Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724","internal",0.0160499,"100/73.6/52.6",100,73.6,52.6
198,"Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624","internal",0.0211006,"100/78.5/66.9",100,78.5,66.9
199,"Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624","internal",0.0131336,"100/71/64.6",100,71,64.6
200,"Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148","internal",0.00217893,"100/32.5/35.4",100,32.5,35.4
201,"Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148","internal",0.0116669,"100/69.4/68",100,69.4,68
