Pseudomys-delicatulus,30.0494
Pseudomys-desertor,35.0648
Pseudomys-fieldi,28.8714
Pseudomys-fumeus,46.7108
Pseudomys-gouldii,35.0846
Pseudomys-gracilicaudatus,31.0517
Pseudomys-hermannsburgensis,29.8956
Pseudomys-higginsi,31.665
Pseudomys-johnsoni,37.4497
Pseudomys-nanus,33.2967
Pseudomys-novaehollandiae,62.3326
Pseudomys-occidentalis,33.5897
Pseudomys-oralis,46.0942
Pseudomys-patrius,29.3296
Pseudomys-pilligaensis,21.6048
