"node"	"delta"	"z.score"	"p.value"
189	0.255455712451861	1.18502511389112	0.118003758742155
190	0.0145228215767635	-0.960969260595137	0.168283812003435
191	0.0251572327044025	-0.866248334892559	0.193176996083924
192	0.105769230769231	-0.148235556583683	0.44107843584372
193	0.0203727785002167	-0.90886357007227	0.181711072811738
194	0.0469448584202683	-0.672185490048769	0.250732808561917
195	0.0967741935483871	-0.228354544091421	0.4096853122154
196	0.0432748538011696	-0.704874299112232	0.240444232785351
197	0.0669745958429561	-0.493780193555613	0.310730711294
198	0.203478260869565	0.722060849067829	0.235128533702855
199	0.0689655172413793	-0.476047014388825	0.317020442004461
200	0.196013289036545	0.655570186455621	0.256050356671483
201	0.15695067264574	0.307638632889366	0.379178660057271
202	0.0575139146567718	-0.578046681749144	0.281616301441656
203	0.137466307277628	0.1340909768656	0.446665317312425
204	0.41615356754799	2.61636432115226	0.00444358382217448
205	0.0229007633587786	-0.886346755263151	0.187715350737544
206	0.0377358490566038	-0.754210331975645	0.225361467285754
207	0.104477611940299	-0.159740032916498	0.436542932046185
208	0.0886075949367089	-0.301094611318	0.381671175012882
209	0.142374313476975	0.177806692289455	0.429437395707578
210	0.0920881971465629	-0.270092813535051	0.39354442534795
211	0.0433839479392625	-0.703902595307964	0.240746717557014
212	0.256115107913669	1.19089836326965	0.116846743584185
213	0.0246913580246914	-0.870397890556149	0.192041499543585
214	0.115438108484006	-0.0621146574895912	0.475235762274651
215	0.198821796759941	0.680585624377852	0.248066862850974
216	0.485564304461942	3.23460722856629	0.00060905085758849
217	0.451743714517437	2.93336651585538	0.00167653901552935
218	0.087378640776699	-0.312040932114233	0.37750470797504
219	0.227383863080685	0.934988555523497	0.174897098699655
220	0.0277777777777778	-0.842907084284869	0.199640205584239
221	0.206106870229008	0.74547392844274	0.227992633234518
222	0.0865800865800866	-0.319153671298279	0.37480499309366
223	0.0831099195710456	-0.350062522526027	0.363145888106735
224	0.066079295154185	-0.501754655799428	0.307920056482331
225	0.096085409252669	-0.234489560437577	0.407302468430622
226	0.236488812392427	1.01608653235851	0.154794090867162
227	0.357894736842105	2.09745167910959	0.0179768052013348
228	0.0574712643678161	-0.578426568778418	0.281488080282032
229	0.105137395459976	-0.153863327098275	0.438858750224108
230	0.0923076923076923	-0.268137765474573	0.394296638593551
231	0.0992412746585736	-0.206380200262183	0.418246967911706
232	0.171471927162367	0.436979755182711	0.331063015057021
233	0.00958466453674121	-1.00495353019705	0.15745961330228
234	0.0857142857142857	-0.32686537799256	0.371884854160208
235	0.136054421768707	0.121515282660641	0.451641455294546
236	0.10671525247267	-0.139809321185313	0.44440532419677
237	0.333333333333333	1.87868273657183	0.0301439132015495
238	0.109311740890688	-0.11668234371766	0.453555891181347
239	0.0277492291880781	-0.843161367179464	0.199569100736345
240	0.027027027027027	-0.849594037161667	0.197775414125969
241	0.0588235294117647	-0.566381915320819	0.285567092923348
242	0.341772151898734	1.95384747270596	0.0253596290607187
243	0.0591073582629674	-0.563853845716932	0.286426801497171
244	0.0204678362573099	-0.908016888611584	0.181934649433253
245	0.00343938091143594	-1.05968970192365	0.14464289466143
246	0.248201438848921	1.12041114488775	0.131269298921319
247	0.115384615384615	-0.0625911216616193	0.475046049721898
248	0.114155251141553	-0.0735410950763126	0.47068777172345
249	0.12987012987013	0.0664316634157756	0.473517081056277
250	0.000921658986175115	-1.08211510456796	0.13960069247964
251	0.0540540540540541	-0.608863733596946	0.271307382273092
