"node"	"delta"	"z.score"	"p.value"
192	0.0179640718562874	-0.91906139555732	0.179031729978267
193	0.367816091954023	2.10750537425506	0.017536898168155
194	0.0352369380315917	-0.769633981157975	0.22075852090831
195	0.0496969696969697	-0.644540373533124	0.259612542946637
196	0.0301204819277108	-0.813896398219005	0.207852152120851
197	0.027027027027027	-0.840657849542645	0.200269820172393
198	0.0352941176470588	-0.769139320804049	0.220905303852678
199	0.0555555555555556	-0.593857798446849	0.276303613589197
200	0.208053691275168	0.725402241550569	0.234102649167755
201	0.055793991416309	-0.591795091898273	0.27699390511721
202	0.0048780487804878	-1.03226846687607	0.150973184390314
203	0.00900900900900901	-0.996531566024201	0.159495968868659
204	0.138571428571429	0.1243117938471	0.450534204797904
205	0.0252427184466019	-0.856093887485479	0.195972924699143
206	0.0948905109489051	-0.253571442940581	0.399913330455175
207	0.0227894257064722	-0.877317301550158	0.190157158660341
208	0.0860289057123193	-0.330233112433738	0.37061191441237
209	0.0253521126760563	-0.855147518962057	0.196234742832632
210	0.253789100290229	1.12105886542855	0.131131403258246
211	0.0391161540758435	-0.736074917045167	0.230842553299059
212	0.155963302752294	0.274768745462983	0.391746955844577
213	0.0021551724137931	-1.05582404653928	0.145524304975273
214	0.0674157303370786	-0.491255530013765	0.311622864100485
215	0.0464310464310464	-0.672793847177893	0.250539226333725
216	0.0438882843670656	-0.694791259581668	0.243593063252922
217	0.0678733031674208	-0.487297071455498	0.31302391138523
218	0.136531365313653	0.106663224424596	0.457528079385934
219	0.0416666666666667	-0.714010454901381	0.237610357308753
220	0.225806451612903	0.878981216157099	0.189705730303532
221	0.147121535181237	0.198278691441029	0.421413511239943
222	0.0678571428571429	-0.487436874158548	0.312974383772458
223	0.024390243902439	-0.863468637320434	0.193939927926378
224	0.0441001191895113	-0.692958678383126	0.244167741837394
225	0.0671256454388985	-0.49376505193395	0.310736058654736
226	0.212618841832325	0.764895319142697	0.222166940728282
227	0.0220408163265306	-0.883793514756725	0.188403843946252
228	0.187878787878788	0.550869328501788	0.290861627219601
229	0.0230607966457023	-0.874969673925378	0.190795203322156
230	0.0169491525423729	-0.927841453676397	0.176744908725233
231	0.0343007915567282	-0.777732576134524	0.218363341712341
232	0.225181598062954	0.873575613554754	0.191174705758911
233	0.0111111111111111	-0.978346299101353	0.163951539125199
234	0.0134874759152216	-0.95778838793919	0.16908473789849
235	0.211895910780669	0.758641248929822	0.224033595262172
236	0.0247933884297521	-0.859981037536226	0.194899747695451
237	0.0795847750865052	-0.385981230186412	0.349755284926243
238	0.40548137737175	2.43334742938723	0.00747996932293452
239	0.2	0.65572982868029	0.255998986472623
240	0.129533678756477	0.0461262991451692	0.481604792313131
241	0.151205259313367	0.233606953235644	0.407645064598206
242	0.410672853828306	2.47825884686394	0.00660126628112862
243	0.0693333333333333	-0.474666363243952	0.317512398321229
244	0.627906976744186	4.3575493466097	6.57634251391119e-06
245	0.12630359212051	0.0181828478731108	0.492746492895043
246	0.0348432055749129	-0.773040157201343	0.219749307623904
247	0.138686131386861	0.125304086901448	0.450141408403679
248	0.276102088167053	1.3140883286409	0.0944082406759979
249	0.0239520958083832	-0.867259052654767	0.192900043452337
250	0.0488294314381271	-0.652045439432188	0.257185929830706
251	0.126344086021505	0.0185331602568979	0.492606762022292
252	0.0277777777777778	-0.834163111355914	0.202094537570492
253	0.0255863539445629	-0.853121099794369	0.196796075808276
254	0.0413559322033898	-0.716698616028838	0.236780040016824
255	0.0689655172413793	-0.477848337042472	0.316379077271489
256	0.196013289036545	0.621240826960451	0.267220590316846
257	0.15695067264574	0.283310473786241	0.388469424570422
258	0.181818181818182	0.498439078412538	0.309087299376938
259	0.0201834862385321	-0.899861261123713	0.184097044020085
260	0.0505310588992597	-0.63732467513011	0.261956690746975
261	0.407725321888412	2.45275977379941	0.0070882488601971
262	0.0575139146567718	-0.57691605096903	0.281998083544899
263	0.093210586881473	-0.26810445137334	0.39430945976431
264	0.511338697878566	3.34911818439904	0.00040534603511502
265	0.0789707187222715	-0.391293426429447	0.347790178633345
266	0.16751269035533	0.374682396729789	0.353948342752497
267	0.159137159137159	0.302225749323951	0.381239988183084
268	0.137466307277628	0.114751399187969	0.454321086157512
269	0.41615356754799	2.52567245337739	0.00577385448888136
270	0.0150375939849624	-0.944378330058568	0.172488175524365
271	0.0207792207792208	-0.89470756681612	0.185471716340285
272	0.0112676056338028	-0.976992466352569	0.164286441032363
273	0.00374531835205993	-1.04206770791769	0.148690144393233
