"node"	"delta"	"z.score"	"p.value"
192	0.0179640718562874	-0.919191265003372	0.17899776959844
193	0.367816091954023	2.10423511117166	0.0176789715889801
194	0.0352369380315917	-0.769918897869498	0.220674001560249
195	0.0496969696969697	-0.644955088527433	0.25947814526639
196	0.0301204819277108	-0.814135387837725	0.207783697528258
197	0.027027027027027	-0.840869071232271	0.200210643458877
198	0.0352941176470588	-0.769424750779725	0.22082060002683
199	0.0555555555555556	-0.594325102149232	0.276147346210225
200	0.208053691275168	0.723566061444424	0.234666091742752
201	0.055793991416309	-0.592264535884024	0.276836729966062
202	0.0048780487804878	-1.03228087161921	0.150970279647422
203	0.00900900900900901	-0.99658105170577	0.159483953547545
204	0.138571428571429	0.123099310741881	0.451014228539106
205	0.0252427184466019	-0.85628909259955	0.195918946491371
206	0.0948905109489051	-0.254391830908728	0.399596430709275
207	0.0227894257064722	-0.877490485053751	0.190110142357183
208	0.0860289057123193	-0.33097395554548	0.370332079179502
209	0.0253521126760563	-0.85534370603685	0.196180449164847
210	0.253789100290229	1.11881214835471	0.131610143952102
211	0.0391161540758435	-0.736394654951605	0.230745278276323
212	0.155963302752294	0.273400146834968	0.392272819962726
213	0.0021551724137931	-1.05581200979537	0.145527055109104
214	0.0674157303370786	-0.491829294777631	0.311420012642309
215	0.0464310464310464	-0.673179246106965	0.250416631486352
216	0.0438882843670656	-0.695153833792436	0.243479450334726
217	0.0678733031674208	-0.48787494355253	0.312819211699457
218	0.136531365313653	0.105469053638033	0.458001812312182
219	0.0416666666666667	-0.714353087097554	0.237504436553683
220	0.225806451612903	0.876985681088263	0.190247207773593
221	0.147121535181237	0.19698945959962	0.421917893097237
222	0.0678571428571429	-0.488014601195004	0.312769749415814
223	0.024390243902439	-0.863656190325954	0.193888393351117
224	0.0441001191895113	-0.693323154097073	0.244053387800837
225	0.0671256454388985	-0.494336212794691	0.310534377233384
226	0.212618841832325	0.763018160654437	0.222726282634646
227	0.0220408163265306	-0.883959978481672	0.188358908819026
228	0.187878787878788	0.549214245358418	0.29142921472258
229	0.0230607966457023	-0.875145293349079	0.190747427583312
230	0.0169491525423729	-0.927962212853042	0.176713585531176
231	0.0343007915567282	-0.778009089669091	0.218281827310156
232	0.225181598062954	0.871585687389112	0.191717220764973
233	0.0111111111111111	-0.978414653983862	0.16393464171643
234	0.0134874759152216	-0.957878073900218	0.169062121992487
235	0.211895910780669	0.756770579722586	0.22459366078899
236	0.0247933884297521	-0.860172209307498	0.194847060739105
237	0.0795847750865052	-0.386664228536218	0.3495024008295
238	0.40548137737175	2.42973906957757	0.00755484817086438
239	0.2	0.653965941313317	0.256566874293133
240	0.129533678756477	0.0449949420314678	0.482055670273564
241	0.151205259313367	0.232281064463464	0.408159859322141
242	0.410672853828306	2.47460388655264	0.00666920109868452
243	0.0693333333333333	-0.475257341080496	0.317301780421489
244	0.627906976744186	4.3519444171165	6.74677373386545e-06
245	0.12630359212051	0.0170804851425684	0.49318620362134
246	0.0348432055749129	-0.77332153963314	0.219666055647881
247	0.138686131386861	0.12409057418379	0.450621780593802
