gene	rf	num.tips	rf.zeros	num.tips.zeros
NA	0.184873949579832	122	NA	NA
NA	0.235294117647059	71	NA	NA
NA	0.236686390532544	172	NA	NA
NA	0.171779141104294	166	NA	NA
NA	0.236994219653179	176	NA	NA
NA	0.204081632653061	150	NA	NA
NA	0.221476510067114	152	NA	NA
NA	0.18125	163	NA	NA
NA	0.166666666666667	21	NA	NA
NA	0.244186046511628	175	NA	NA
NA	0.162011173184358	182	NA	NA
NA	0.235955056179775	92	NA	NA
NA	0.103448275862069	177	NA	NA
NA	0.24203821656051	160	NA	NA
NA	0.186046511627907	175	NA	NA
NA	0.242603550295858	172	NA	NA
NA	0.19047619047619	150	NA	NA
NA	0.206185567010309	100	NA	NA
NA	0.246376811594203	141	NA	NA
NA	0.189189189189189	77	NA	NA
NA	0.237704918032787	125	NA	NA
NA	0.202702702702703	151	NA	NA
NA	0.165680473372781	172	NA	NA
NA	0.149171270718232	184	NA	NA
NA	0.196969696969697	135	NA	NA
NA	0.188976377952756	130	NA	NA
NA	0.25	183	NA	NA
NA	0.247126436781609	177	NA	NA
NA	0.23489932885906	152	NA	NA
NA	0.248175182481752	140	NA	NA
NA	0.213114754098361	186	NA	NA
NA	0	10	0	10
NA	0.25	159	NA	NA
NA	0.241830065359477	156	NA	NA
NA	0.115853658536585	167	NA	NA
NA	0.137362637362637	185	NA	NA
NA	0.0740740740740741	57	NA	NA
NA	0.235632183908046	177	NA	NA
NA	0.117021276595745	97	NA	NA
NA	0.133333333333333	183	NA	NA
NA	0.186046511627907	132	NA	NA
NA	0.170454545454545	179	NA	NA
NA	0.15606936416185	176	NA	NA
NA	0.191358024691358	165	NA	NA
NA	0.125	11	NA	NA
NA	0.189189189189189	151	NA	NA
NA	0.25	135	NA	NA
NA	0.12568306010929	186	NA	NA
NA	0.177514792899408	172	NA	NA
NA	0.178082191780822	149	NA	NA
NA	0.232558139534884	132	NA	NA
NA	0.214723926380368	166	NA	NA
NA	0.13125	163	NA	NA
NA	0.195530726256983	182	NA	NA
NA	0.231884057971014	72	NA	NA
NA	0.245614035087719	117	NA	NA
NA	0.243243243243243	151	NA	NA
NA	0.146892655367232	180	NA	NA
NA	0.25	175	NA	NA
NA	0.224	128	NA	NA
NA	0.24203821656051	160	NA	NA
NA	0.114035087719298	117	NA	NA
NA	0.225433526011561	176	NA	NA
NA	0.225806451612903	34	NA	NA
NA	0	9	0	9
NA	0.238095238095238	108	NA	NA
NA	0.231638418079096	180	NA	NA
NA	0.223776223776224	146	NA	NA
NA	0.247058823529412	173	NA	NA
NA	0.195121951219512	167	NA	NA
NA	0.213675213675214	120	NA	NA
NA	0.215568862275449	170	NA	NA
NA	0.227272727272727	91	NA	NA
NA	0.244318181818182	179	NA	NA
NA	0.191860465116279	175	NA	NA
NA	0	4	0	4
NA	0.230769230769231	172	NA	NA
NA	0.115702479338843	124	NA	NA
NA	0.151785714285714	115	NA	NA
NA	0.239766081871345	174	NA	NA
NA	0.238095238095238	171	NA	NA
NA	0.19672131147541	64	NA	NA
NA	0.142857142857143	80	NA	NA
NA	0.237179487179487	159	NA	NA
NA	0.155844155844156	157	NA	NA
NA	0.22289156626506	169	NA	NA
NA	0.189944134078212	182	NA	NA
NA	0.241935483870968	65	NA	NA
NA	0.229885057471264	90	NA	NA
NA	0.241758241758242	185	NA	NA
NA	0.224043715846995	186	NA	NA
NA	0.243055555555556	147	NA	NA
NA	0.21264367816092	177	NA	NA
NA	0.215568862275449	170	NA	NA
NA	0.203488372093023	175	NA	NA
NA	0.230769230769231	146	NA	NA
NA	0.25	175	NA	NA
NA	0.12781954887218	136	NA	NA
NA	0.221590909090909	179	NA	NA
NA	0.213333333333333	153	NA	NA
NA	0.25	151	NA	NA
NA	0.235294117647059	122	NA	NA
NA	0.1875	147	NA	NA
NA	0.211538461538462	159	NA	NA
NA	0.245901639344262	125	NA	NA
NA	0.240963855421687	169	NA	NA
NA	0.202020202020202	102	NA	NA
NA	0.236024844720497	164	NA	NA
NA	0.193370165745856	184	NA	NA
NA	0.211111111111111	93	NA	NA
NA	0.182857142857143	178	NA	NA
NA	0.142857142857143	171	NA	NA
NA	0.152941176470588	173	NA	NA
NA	0.186666666666667	153	NA	NA
NA	0.222222222222222	21	NA	NA
NA	0.121212121212121	168	NA	NA
NA	0.165714285714286	178	NA	NA
