"node"	"delta"	"z.score"	"p.value"
192	0.015015015015015	-0.946704207368911	0.171894762959422
193	0.371428571428571	2.13441626035684	0.016404360856246
194	0.0358662613981763	-0.766449554164291	0.221704428479217
195	0.0519951632406288	-0.627018579403451	0.265323528208233
196	0.0301204819277108	-0.816120612997272	0.207215577791675
197	0.0305084745762712	-0.812766497898969	0.208175973518522
198	0.0238095238095238	-0.870677522741591	0.191965127352961
199	0.0555555555555556	-0.596239734330775	0.275507542388819
200	0.208938547486034	0.729724071854108	0.232779431998295
201	0.0603448275862069	-0.554837481768798	0.289502913603135
202	0.0048780487804878	-1.03433615509877	0.150489520072693
203	0.00452488687782805	-1.03738916570155	0.149777262763688
204	0.138176638176638	0.118002202174297	0.453032956496492
205	0.0271055179090029	-0.842184344806392	0.199842387657276
206	0.0948905109489051	-0.256197292121023	0.39889924972374
207	0.0172570390554042	-0.92732237961385	0.176879589040422
208	0.0865384615384615	-0.328399008141373	0.371304996417226
209	0.0253521126760563	-0.857342165417403	0.19562790594096
210	0.254826254826255	1.12641368076144	0.129995229353964
211	0.0402144772117962	-0.728860140124473	0.233043609627123
212	0.155963302752294	0.271764188188755	0.392901671427644
213	0.00214822771213749	-1.05793488588656	0.145042564600318
214	0.0674157303370786	-0.493711010008757	0.310755144232957
215	0.0464310464310464	-0.67511920262141	0.249800017234085
216	0.0427226647356988	-0.707177384859622	0.23972812532269
217	0.0664652567975831	-0.501927654476605	0.307859205793382
218	0.139705882352941	0.131222197449365	0.447799768380704
219	0.0416666666666667	-0.716306266760507	0.236901129042341
220	0.225806451612903	0.875543566420777	0.190639108059872
221	0.148936170212766	0.211016100728699	0.41643735383209
222	0.0678571428571429	-0.489895091321584	0.312104068359565
223	0.024390243902439	-0.865657319295051	0.193339056097785
224	0.0428571428571429	-0.706014849695101	0.240089451391434
225	0.0689655172413793	-0.480313427157241	0.315502271350222
226	0.213454075032342	0.76875986074359	0.221017940719542
227	0.0219690805532954	-0.886587768815041	0.187650440683557
228	0.1865864144454	0.536494568179129	0.295808394481773
229	0.0258199581297976	-0.853297739560654	0.19674710664645
230	0.0264150943396226	-0.848152911805986	0.198176408717249
231	0.0354796320630749	-0.76979188370358	0.220711677490213
232	0.224818694601128	0.867004614152114	0.192969740769429
233	0.0143964562569214	-0.952051518142472	0.170535427481086
234	0.0153256704980843	-0.944018655851378	0.172580057484464
235	0.21415270018622	0.774799328721583	0.219229123007102
236	0.0285714285714286	-0.829511854479968	0.203407415826608
237	0.0795847750865052	-0.388512169573453	0.348818524986343
238	0.406732117812062	2.43960801692197	0.00735160313844235
239	0.2	0.652452202938437	0.257054748686099
240	0.129198966408269	0.0403921120408267	0.483890259399222
241	0.153678077203205	0.252008892448831	0.400517095203739
242	0.407151095732411	2.44322999319835	0.00727822868071435
243	0.0734312416555407	-0.441708175903189	0.329350196288527
244	0.622047244094488	4.30096213957482	8.50290582913443e-06
245	0.1270207852194	0.0215621923515408	0.491398596323753
246	0.0380622837370242	-0.747465401474105	0.227391339971512
247	0.135531135531136	0.0951323864733955	0.462104837018811
248	0.277777777777778	1.32482478454494	0.0926146362023862
249	0.0219123505976096	-0.887078187387655	0.187518403397159
250	0.0500333555703803	-0.643977995390228	0.259794851570503
251	0.118825100133511	-0.0492877868671631	0.480344976178756
252	0.0293663060278207	-0.822640305527487	0.205356285488504
253	0.0233793836344315	-0.874395994369899	0.190951319023575
254	0.0405405405405405	-0.726041391011566	0.233906698348275
255	0.0689655172413793	-0.480313427157241	0.315502271350222
256	0.195364238410596	0.612377015955268	0.270144172454785
257	0.158836689038031	0.296604010180252	0.383384424449797
