"tp"	"num.genes.c"	"num_genes_d1"	"num_genes_d2"	"num.genes.m"	"c.avg.block.size"	"c.avg.block.count"	"c.num.blocks"	"d1.avg.block.size"	"d1.avg.block.count"	"d1.num.blocks"	"d2.avg.block.size"	"d2.avg.block.count"	"d2.num.blocks"	"m.avg.block.size"	"m.avg.block.count"	"m.num.blocks"
"<6>"	6485	159	159	4579	500729.141886792	1.44754716981132	2650	151128.423076923	0.0256410256410256	156	251934.089171975	0.0127388535031847	157	381871.373220469	0.761061946902655	2599
"<60>"	2650	516	340	7876	313119.701640975	0.317752362008951	2011	247694.047034765	0.0511247443762781	489	204066.158054711	0.033434650455927	329	653005.732888147	2.28797996661102	2396
"<61>"	6713	241	214	4214	536878.553630667	1.47217102838187	2713	203709.662393162	0.0299145299145299	234	172165.285024155	0.0338164251207729	207	321636.572519084	0.610687022900763	2620
"<62>"	8559	43	40	2740	844513.466892218	3.13678105364911	2069	146154.88372093	0	43	194831.743589744	0.0256410256410256	39	306998.097826087	0.353754940711462	2024
"<63>"	2675	997	1327	6383	271442.570930811	0.332005973120956	2009	251969.275521405	0.0944017563117453	911	245153.87510917	0.158078602620087	1145	482710.909057839	1.32193524918152	2749
"<64>"	3887	938	858	5699	313420.127768987	0.537579113924051	2528	219322.76635514	0.0946261682242991	856	240388.168367347	0.0969387755102041	784	437010.408927286	1.05111591072714	2778
"<65>"	4192	816	668	5706	318988.258151132	0.607978519370924	2607	254019.345744681	0.0877659574468085	752	224849.311811024	0.0551181102362205	635	435470.969946333	1.04007155635063	2795
"<66>"	6455	40	36	4851	481402.713764147	1.35633442862359	2739	111274.390243902	0	41	176397.638888889	0	36	386873.994489346	0.782145481263777	2722
"<67>"	5544	145	237	5456	417236.07895677	0.982851018220793	2799	221603.006944444	0.0138888888888889	144	243355.863247863	0.00854700854700855	234	401514.165834522	0.943651925820257	2804
"<68>"	2532	361	284	8205	274585.239896373	0.312953367875648	1930	219156.353448276	0.0373563218390805	348	230783.032608696	0.0289855072463768	276	760156.932978251	2.64092321349312	2253
"<69>"	1983	1098	1765	6536	262225.601851852	0.224691358024691	1620	210769.259109312	0.111336032388664	988	259543.538047138	0.185185185185185	1485	486996.770439129	1.33488039985719	2801
"<7>"	3296	580	607	6899	322083.884515571	0.425173010380623	2312	268223.109123435	0.0393559928443649	559	203913.924398625	0.0481099656357388	582	506013.691056911	1.54841093865484	2706
"<70>"	3063	732	897	6690	289140.739404869	0.380522993688007	2218	211236.276720351	0.0761346998535871	683	220095.304938272	0.107407407407407	810	519662.958608059	1.44981684981685	2730
"<71>"	4301	317	351	6413	333888.908883827	0.633257403189066	2634	262182.096463023	0.0192926045016077	311	256918.988095238	0.0416666666666667	336	481159.932612613	1.31099099099099	2775
